OBJECTID,MSOA11CD,BNG_E,BNG_N,Borough,msoa11hclnm,geometry,pub_tra_stops,bus_stops,rail_stops,Middle Super Output Area,BAME_per_2011,land_area_hectares,pop_den_2011,median_house_price_2012,level_4_per_2011,unemployment_rate_2011,median_income_2011/12,deprived_household_per_2010,bad_health_per_2011,no_car_per_2011,one_car_per_2011,car_per_household_2011,Unnamed: 0,MSOA,car_Tobs,bus_Tobs,rail_Tobs,car_ave_t,bus_ave_t,rail_ave_t,total_ave_t,total_Tobs,car_per,bus_per,rail_per,pub_per,pub_tra_stops_den,bus_stops_den,rail_stops_den,one_car_or_more_per_2011
747,E02000774,545614,187596,Redbridge,Seven Kings Meads Lane,"POLYGON ((546017.627 187908.112, 546036.04 187846.051999999, 545972.331 187660.077, 545936.9080000001 187643.986, 545934.248 187446.392999999, 546020.866 187415.011, 546009.936 187345.670499999, 546047.11 187341.8554, 546043.981 187310.191, 546141.726 187345.797, 546073.7709999999 187212.567500001, 545829.1026 187158.0899, 545521.769 187102.319, 545484.983 187095.919399999, 545474.2929999999 187094.227, 545218.688 187050.141000001, 545214.625 187139.391000001, 545087.375 187131.187000001, 545091.132 187221.700999999, 545139.807 187217.922, 545143.772 187268.668, 545235.5 187282.312000001, 545287.9386 187482.7556, 545301.017 187534.126, 545334.878 187661.289999999, 545364.807 187778.523499999, 545322.4038 187777.5616, 545336.314 187884.672, 545384.387 187881.141000001, 545362.3895 187969.543500001, 545394.524 188046.886, 545424.769 188084.613, 545533.338 188077.873, 545869.715 188057.835000001, 546010.9350000001 188049.673, 546017.627 187908.112))",6.0,5.0,1.0,E02000774,80.7,67.9,108.2,250000,0.302648172,10.2,26991,23.4,4.0,32.2,42.5,1.0,771.0,E02000774,810,225,899,5.983328936851856,28.383320231155565,20.589790346440488,15.378989148040333,1934,41.88210961737332,11.63391933815925,46.483971044467424,58.11789038262668,0.08836524300441825,0.07363770250368187,0.014727540500736375,67.8
748,E02000776,543956,187289,Redbridge,Ilford North East,"POLYGON ((544353.4823 187119.343699999, 544382.5 187082, 544426.5 187096.562000001, 544396.438 187067.483999999, 544418.8638000001 187039.352, 544374.063 187007.983999999, 544415.313 186929.155999999, 544341.938 186849.172, 544386.1653 186803.711999999, 544144.983 186710.972999999, 544094 186803, 544033 186782, 543985.948 186856.964, 543962.45 186899.390000001, 543941 186938, 543749 186804, 543725.4733 186846.092800001, 543920.303 186970.937000001, 543902 187005, 543775.527 186926.456, 543727.188 186963.478, 543586.41 186862.514, 543634 186778, 543571.5772000001 186799.3606, 543540.61 186780.035599999, 543515.067 186764.0451, 543458 186831, 543429.052 186815.893999999, 543375.992 186906.755999999, 543414.547 186932.261, 543364.724 187031.578, 543485.0625999999 187117.871400001, 543770.3548 187372.4036, 543909.0434 187501.073799999, 543976.562 187563.749, 543874.009 187690.368000001, 543917.632 187722.658, 544023.313 187867.094000001, 544172.29 187747.346000001, 544225.718 187705.346000001, 544278.7929999999 187663.801000001, 544358.732 187600.754000001, 544358.438 187547.578, 544222.937 187405.498, 544196.6535 187376.3565, 544245.6035 187316.9005, 544224.388 187280.932, 544254.97 187240.52, 544353.4823 187119.343699999))",10.0,10.0,0.0,E02000776,76.2,60.0,108.5,270000,0.367877787,9.4,30601,19.8,3.7,31.8,47.1,1.0,772.0,E02000776,659,181,879,5.289187630121398,21.68514692486188,19.89906020682594,14.48624791358348,1719,38.33624200116347,10.52937754508435,51.13438045375218,61.66375799883653,0.16666666666666666,0.16666666666666666,0.0,68.2
749,E02000777,540834,186870,Redbridge,Wanstead Flats,"POLYGON ((542205.125 187446.953, 542203.248 187249.051999999, 542215.5 187212.562000001, 542270.875 187221.25, 542355.289 187104.096999999, 542308.313 186999.187000001, 542382.5866 186819.5263, 542374.8345 186755.531500001, 542290.5 186820.75, 542212.691 187004.054, 541811.923 186794.742000001, 541639.1949999999 186705.664000001, 541724.802 186374.148, 541706 186360.047, 541783.9714 186276.237400001, 541951.495 185978.125, 541648.404 185995.172, 541201.059 186011.3576, 540971.557 185921.221000001, 540787.78 185892.407, 540558.5554 185863.839, 540540.6902 185859.269200001, 540512.1956 185853.8945, 540510.6262000001 185879.006200001, 540501.9987999999 186017.051999999, 540447.7169999999 186016.126, 540398.245 186011.979, 540352.125 186159.25, 540312.438 186139.797, 540307.188 186080.328, 540158.75 186087.469000001, 540128.227 186125.979, 540003.501 186282.42, 539997.0550000001 186290.870999999, 539868.25 186408.937000001, 539762.948 186429.499, 539738.262 186535.091, 539728.451 186582.477, 539715.176 186684.027000001, 539712.298 186839.140000001, 539715.2516 186909.486199999, 539722.233 187056.9626, 539720.563 187114.344000001, 539933.688 187124.453, 540003.6536 187170.85, 540030.7152 187221.4538, 539992.97 187402.312999999, 539931.388 187609.773499999, 540030.123 187603.938999999, 540016.1218 187780.99, 540296.769 187780.848999999, 540289.068 187820.089, 540332 187820.016000001, 540333 187726.999, 540380.1945 187726.999, 540388.446 187672.140000001, 540429.468 187659.892000001, 540579.201 187771.214, 540640.6459999999 187776.515000001, 540654.8645 187734.966, 540901.035 187792.503, 540870.233 187533.669, 540852.985 187468.387, 540974.046 187417.966, 541078.086 187402.02, 541272.621 187414.368000001, 541504.872 187574.397, 541794.1984 187888.314400001, 541822.115 187857.426999999, 542001.5 187618.391000001, 542150.375 187601.312000001, 542205.125 187446.953))",19.0,19.0,0.0,E02000777,29.8,349.9,16.9,445000,0.433241932,5.3,44558,11.1,3.0,26.6,45.2,1.1,773.0,E02000777,934,147,916,5.00180842130621,21.62396967823129,17.658550377292574,12.03086867991988,1997,46.77015523284927,7.36104156234351,45.868803204807215,53.22984476715072,0.0543012289225493,0.0543012289225493,0.0,73.4
750,E02000779,543260,186894,Redbridge,Ilford North West,"POLYGON ((543318.688 187258.562000001, 543294.9958 187129.296, 543364.724 187031.578, 543414.547 186932.261, 543375.992 186906.755999999, 543429.052 186815.893999999, 543458 186831, 543515.067 186764.0451, 543540.61 186780.035599999, 543571.5772000001 186799.3606, 543634 186778, 543586.41 186862.514, 543727.188 186963.478, 543775.527 186926.456, 543902 187005, 543920.303 186970.937000001, 543725.4733 186846.092800001, 543749 186804, 543941 186938, 543962.45 186899.390000001, 543985.948 186856.964, 544033 186782, 544094 186803, 544144.983 186710.972999999, 544119.441 186701.105, 544071.121 186684.806, 544006.449 186661.634, 543955.29 186642.313999999, 543897.8419999999 186620.618000001, 543745.48 186563.077, 543608 186511.155999999, 543572.174 186497.685000001, 543347.8134 186417.7722, 543274.982 186384.208000001, 543124.534 186314.418099999, 542905.6813000001 186191.671800001, 542782.999 186336.703, 542702.75 186363.312000001, 542683.813 186430.655999999, 542644.438 186415.530999999, 542600.49 186497.3685, 542513.563 186529.578, 542484.5 186663.297, 542374.8345 186755.531500001, 542382.5866 186819.5263, 542701.906 186821.013, 542771.059 186865.027000001, 542756.0060000001 186907.073000001, 542841.026 187033.603, 543003.313 187277.358999999, 543031.799 187258.398, 543041.122 187300.8884, 543125.798 187346.2665, 543201.998 187437.310000001, 543192.249 187480.150599999, 543222.27 187494.312000001, 543296.268 187330.755999999, 543318.688 187258.562000001))",9.0,8.0,1.0,E02000779,78.7,90.2,89.9,250000,0.369583687,11.8,27610,26.0,3.7,49.8,34.1,0.7,774.0,E02000779,662,280,1121,5.5776126621601225,23.96457924392858,18.2794188264496,14.975128587057684,2063,32.0891904992729,13.57246728065923,54.33834222006786,67.9108095007271,0.09977827050997783,0.08869179600886917,0.011086474501108647,50.2
751,E02000780,544414,186218,Redbridge,Ilford South East,"POLYGON ((545228.36 186622.073999999, 545003.8225 186520.862, 544916.3458 186514.9648, 544784.9840000001 186525.084000001, 544665.073 186516.657, 544671.145 186489.441, 544631.563 186478.625, 544668.1179 186152.7686, 544676.871 186129.787, 544704.598 186014.198000001, 544766.0555 186036.6775, 544784.184 185991.9088, 544806.4616 185934.2618, 544861.11 185792.74, 544912.0312 185660.050000001, 544743.074 185595.395, 544740.75 185594.515000001, 544522.1218 185509.6204, 544461.125 185486.172, 544423.2267999999 185584.691299999, 544469.5 185603.193, 544457.063 185638.953, 544424.986 185625.470000001, 544331.167 185586.177999999, 544303.4350000001 185657.793, 544275.7252 185730.8868, 544247.8715 185804.945, 544219.108 185869.388, 544114.301 185829.311000001, 543912.3689999999 185751.577, 543875.687 185738.047, 543863.0186 185773.948999999, 543833 185872, 543749.1522 186036.634, 543736.822 186058.896, 543707.8952 186115.186799999, 543698.563 186206.953, 543640.875 186235.030999999, 543591.75 186320.655999999, 543608 186511.155999999, 543745.48 186563.077, 543897.8419999999 186620.618000001, 543955.29 186642.313999999, 544006.449 186661.634, 544071.121 186684.806, 544119.441 186701.105, 544144.983 186710.972999999, 544386.1653 186803.711999999, 544549.5 186865.741, 544562.6864 186870.746400001, 544683.931 186912.865499999, 544900.405 186976.131999999, 545095.438 187022.358999999, 545090.106 186965.808, 545110.134 186929.8265, 545075.688 186914.969000001, 545236.938 186626.030999999, 545228.36 186622.073999999))",26.0,26.0,0.0,E02000780,84.2,127.1,119.6,200000,0.324193698,10.5,24774,30.9,3.9,42.7,39.5,0.8,775.0,E02000780,1301,528,1620,5.368931551191387,23.59410802272728,19.157021652765444,14.635269371290237,3449,37.72107857349956,15.308785155117418,46.97013627138301,62.27892142650043,0.2045633359559402,0.2045633359559402,0.0,57.3
752,E02000781,545479,185969,Redbridge,South Park,"POLYGON ((546318.188 186619.897, 546322.8540000001 186473.139, 546310.92 186442.390000001, 546220.375 186268.280999999, 546283.2 186043.064999999, 546207.3615999999 185774.251, 546167.3012 185720.0305, 546126.2756000001 185665.017999999, 546026.3626 185555.0261, 545852.2668 185460.937799999, 545757.8865 185411.743000001, 545702.759 185379.345000001, 545428.922 185170.947000001, 545342.2340000001 185120.15, 545261.0015 185065.444499999, 545230.052 185136.665999999, 545172.688 185370.858999999, 545184.0008 185463.718599999, 545176.5 185483.578, 545127.876 185426.219000001, 545115.313 185335.937000001, 544909.937 185268.063999999, 544899.083 185296.607999999, 544834.75 185464.453, 544779.375 185444.953, 544740.75 185594.515000001, 544743.074 185595.395, 544912.0312 185660.050000001, 544861.11 185792.74, 544806.4616 185934.2618, 544784.184 185991.9088, 544766.0555 186036.6775, 544704.598 186014.198000001, 544676.871 186129.787, 544668.1179 186152.7686, 544631.563 186478.625, 544671.145 186489.441, 544665.073 186516.657, 544784.9840000001 186525.084000001, 544916.3458 186514.9648, 545003.8225 186520.862, 545228.36 186622.073999999, 545236.938 186626.030999999, 545268.74 186637.299000001, 545391.651 186692.84, 545435.541 186713.1434, 545567.047 186749.390000001, 545602.7695000001 186756.9175, 545615.944 186728.552999999, 545566.8355 186494.358899999, 545761.023 186562.934, 545781.723 186570.4045, 545988.3402 186644.1732, 545991.873 186645.362, 546126.8909999999 186694.306, 546169.5986 186709.489800001, 546295.947 186753.759, 546324.813 186763.812000001, 546318.188 186619.897))",26.0,26.0,0.0,E02000781,73.3,188.4,75.3,250000,0.298792854,8.3,30472,19.3,3.9,23.7,44.7,1.2,776.0,E02000781,1855,440,1506,5.948078723719678,22.418029319090905,20.15956895504648,13.485380105024994,3801,48.80294659300184,11.57590107866351,39.62115232833464,51.19705340699816,0.13800424628450106,0.13800424628450106,0.0,76.3
753,E02000782,543714,185521,Redbridge,Ilford South West,"POLYGON ((543640.875 186235.030999999, 543698.563 186206.953, 543707.8952 186115.186799999, 543736.822 186058.896, 543749.1522 186036.634, 543833 185872, 543863.0186 185773.948999999, 543875.687 185738.047, 543912.3689999999 185751.577, 544114.301 185829.311000001, 544219.108 185869.388, 544247.8715 185804.945, 544275.7252 185730.8868, 544303.4350000001 185657.793, 544127.596 185589.299000001, 544121.8245 185545.7305, 544167.92 185562.820499999, 544181.839 185529.103, 544063.833 185476.782, 544018.447 185463.728, 544002.343 185499.469000001, 543969 185486, 544008 185371, 544015.0156 185355.117900001, 543988.9915 185328.906500001, 544006.177 185298.716, 544008 185265, 543824.5060000001 185209.8358, 543839.372 185076.998, 543803.3370000001 185051.537, 543725.568 185064.654999999, 543735.572 184944.247, 543668.357 184907.028999999, 543636.0159999999 184939.787, 543640.922 184854.728, 543740.818 184806.061000001, 543741.981 184782.572000001, 543701.5098999999 184802.2706, 543619.8081 184826.1088, 543600.9743 184991.880999999, 543606.8867 185071.8555, 543566.4589 185279.1862, 543569.3922999999 185457.193600001, 543575.4085 185538.6491, 543518.1013 185633.702199999, 543503.0839 185738.2807, 543448.0923 186013.546399999, 543439.4697 186034.469699999, 543339.8018 186221.304, 543427.4522000001 186023.030400001, 543429.958 186016.1184, 543489.7852 185725.191400001, 543508.2979 185616.2971, 543560.4007 185533.343599999, 543553.2965000001 185465.905099999, 543547.2519 185275.0243, 543590.8667 185067.255999999, 543584.0926 184991.880999999, 543595.4635 184832.770400001, 543522.4632 184862.5088, 543538.939 184993.741, 543541.3532 185053.039999999, 543530.198 185271.329, 543505.9 185438.312999999, 543499.1812 185480.320800001, 543493.213 185518.312000001, 543469.782 185709.356000001, 543458.5 185823.030999999, 543399.564 185817.25, 543375.477 185974.017999999, 543370.5226 186000.2302, 543256.113 186183.113, 543124.534 186314.418099999, 543274.982 186384.208000001, 543347.8134 186417.7722, 543572.174 186497.685000001, 543608 186511.155999999, 543591.75 186320.655999999, 543640.875 186235.030999999))",12.0,10.0,2.0,E02000782,84.2,69.8,137.7,190000,0.325383813,13.4,22918,32.5,4.2,49.6,38.4,0.7,777.0,E02000782,669,405,1017,5.583829817787746,24.72144386074073,18.78374296853491,15.71058513185079,2091,31.99426111908178,19.36872309899569,48.63701578192252,68.00573888091822,0.17191977077363899,0.14326647564469916,0.02865329512893983,50.4
754,E02000783,544287,185218,Redbridge,Loxford Park,"POLYGON ((544303.4350000001 185657.793, 544331.167 185586.177999999, 544424.986 185625.470000001, 544457.063 185638.953, 544469.5 185603.193, 544423.2267999999 185584.691299999, 544461.125 185486.172, 544522.1218 185509.6204, 544740.75 185594.515000001, 544779.375 185444.953, 544834.75 185464.453, 544899.083 185296.607999999, 544909.937 185268.063999999, 544755.25 185232.953, 544671.645 185169.784, 544664.3536 185164.013599999, 544435.2254999999 185014.8413, 544438.191 184975.437000001, 544338.2616 184927.989, 544288.1825 184902.911499999, 544190.5926 184845.2346, 544159.906 184893.761, 544109.481 184898.646, 543941.856 184816.546, 543741.981 184782.572000001, 543740.818 184806.061000001, 543640.922 184854.728, 543636.0159999999 184939.787, 543668.357 184907.028999999, 543735.572 184944.247, 543725.568 185064.654999999, 543803.3370000001 185051.537, 543839.372 185076.998, 543824.5060000001 185209.8358, 544008 185265, 544006.177 185298.716, 543988.9915 185328.906500001, 544015.0156 185355.117900001, 544008 185371, 543969 185486, 544002.343 185499.469000001, 544018.447 185463.728, 544063.833 185476.782, 544181.839 185529.103, 544167.92 185562.820499999, 544121.8245 185545.7305, 544127.596 185589.299000001, 544303.4350000001 185657.793))",8.0,8.0,0.0,E02000783,82.5,56.7,130.3,215000,0.292668389,12.8,22915,32.3,4.6,42.9,42.4,0.8,778.0,E02000783,629,257,703,5.550828628330681,21.848495441634256,19.790893648364143,14.486804764329763,1589,39.584644430459406,16.17369414726243,44.24166142227816,60.415355569540594,0.14109347442680775,0.14109347442680775,0.0,57.1
755,E02000784,522528,177191,Richmond upon Thames,North Barnes,"POLYGON ((523290.1961 176634.7981, 523522.2038 176263.0045, 523471.1999 176235.9023, 523489.6263 176224.7303, 523481.78 176140.922, 523342.729 176173.136, 523190.917 176235.323000001, 522952.406 176357.844000001, 522848.406 176330.858999999, 522827.782 176226.672, 522550.848 176233.267000001, 522541.877 176238.493000001, 522374.961 176214.105, 522229.376 176196.891000001, 522189.157 176295.063999999, 522105.031 176507.312000001, 521909.978 176441.047, 521850.789 176409.124, 521806.1 176381.880000001, 521669.694 176429.136, 521541.987 176407.982999999, 521533.9122 176413.0342, 521638.9989 176640.796399999, 521659.2066 176766.6285, 521662.2994 177407.2969, 521727.9961 177565.2017, 521884.9984 177743.922, 522188.9033 178043.3049, 522359.1967 178127.900699999, 522686.2041 178130.199999999, 522921.8649 178009.584100001, 523089.4079 177800.5964, 523109.1275 177754.254000001, 523173.3344 177603.0842, 523236.8011 177150.1006, 523236.0343 176887.8289, 523290.1961 176634.7981))",25.0,25.0,0.0,E02000784,14.3,264.6,39.0,727555,0.574774335,4.5,51920,7.2,2.4,27.4,48.1,1.0,782.0,E02000784,847,402,1655,5.505447330224321,22.75278130497512,18.13573499021148,15.091037666012395,2904,29.166666666666668,13.842975206611571,56.990358126721766,70.83333333333334,0.09448223733938019,0.09448223733938019,0.0,72.6
756,E02000785,518205,176246,Richmond upon Thames,Kew Gardens,"MULTIPOLYGON (((518494.0028 177715.0988, 518315.3983 177553.495100001, 518382.8017 177671.3014, 518494.0028 177715.0988)), ((519498.686 176628.714, 519564.558 176565.037, 519565.958 176506.454, 519506 176538, 519380 176574, 519319 176227, 519275.7135 176237.9025, 519241.0766 176330.3924, 519178.23 176246.231000001, 519127.5663 176258.4682, 519133.229 176297.434, 519092.155 176303.393999999, 519055.101 176289.082, 519046.673 176216.017999999, 519039.774 176159.502, 518956.556 176170.765000001, 518874.21 176149.114, 518844.011 175945.992000001, 518993.119 175832.214, 518973.155 175801.927999999, 519029.906 175765.530999999, 519002.356 175701.822000001, 518981.001 175676, 518837.994 175610.0112, 518752 175560, 518771.0206 175520.5448, 518744.705 175496.555, 518704.558 175514.465, 518681.587 175569.958000001, 518642.156 175553.446, 518592.471 175673.843, 518551.021 175698.445, 518439.246 175558.602, 518379.267 175573.456, 518377 175571, 518387.719 175530.249, 518367.522 175502.796, 518404.934 175469.665999999, 518330.978 175432.616, 518333.83 175394.3433, 518401.2306 175292.9244, 518217.155 175201.607000001, 518187.35 175246.824999999, 518114.306 175280.694, 518155.531 175321.828, 518143.198 175347.126, 517961.125 175350.25, 517708.8769 175268.5284, 517405.345 175069.828, 517235.7163 174877.578299999, 516989.0978 175095.6986, 516807.3024 175329.401699999, 516841.2968 175716.301000001, 516879.7023 175913.804500001, 516928.1479 176000.6152, 517451.0851 176299.8947, 517686.6959 176468.3957, 517933.0995 176897.502900001, 518312.3971 177422.2027, 518575.926 177663.6656, 518816.5991 177760.4958, 519014.8021 177787.1982, 519165.8021 177751.8983, 519247.7823 177696.2589, 519473.3155 177517.152100001, 519529.9067 177466.595100001, 519386 177222, 519444.264 177142.812999999, 519546 176980, 519521.262 176950, 519500.391 176924.687000001, 519496 176881, 519536.771 176842.120999999, 519570.134 176782.700999999, 519609.273 176732.538000001, 519498.686 176628.714)), ((518533.5241 177733.823000001, 518507.7968 177730.904300001, 518523.5826 177749.892100001, 518693.5003 177836.304099999, 518831.4979 177855.5986, 518533.5241 177733.823000001)))",32.0,30.0,2.0,E02000785,12.1,406.0,23.8,623000,0.664986136,3.7,56997,4.1,1.5,24.9,53.1,1.0,783.0,E02000785,782,194,1982,5.615137842199489,24.90735952773197,21.68075695267407,17.645140575111565,2958,26.436781609195396,6.55848546315077,67.00473292765382,73.5632183908046,0.07881773399014778,0.07389162561576355,0.0049261083743842365,75.1
