OBJECTID,MSOA11CD,BNG_E,BNG_N,Borough,msoa11hclnm,geometry,pub_tra_stops,bus_stops,rail_stops,Middle Super Output Area,BAME_per_2011,land_area_hectares,pop_den_2011,median_house_price_2012,level_4_per_2011,unemployment_rate_2011,median_income_2011/12,deprived_household_per_2010,bad_health_per_2011,no_car_per_2011,one_car_per_2011,car_per_household_2011,Unnamed: 0,MSOA,car_Tobs,bus_Tobs,rail_Tobs,car_ave_t,bus_ave_t,rail_ave_t,total_ave_t,total_Tobs,car_per,bus_per,rail_per,pub_per,pub_tra_stops_den,bus_stops_den,rail_stops_den,one_car_or_more_per_2011
384,E02000398,534997,191132,Haringey,Northumberland Park,"POLYGON ((534917 191705, 535180.139 191615.443, 535728.3546 191460.475, 535420.8249 190840.147, 535141.8498 190467.689200001, 535093.063 190500.969000001, 535130.75 190580.641000001, 535119.625 190687.391000001, 535267.938 191007.687000001, 534996.813 191006.016000001, 534922.938 191049.780999999, 534806.0958 191062.035800001, 534769.6243 191059.6491, 534715.688 190833.405999999, 534641.617 190784.782, 534599.001 190771.444, 534570.0028 190770.9373, 534426.863 190762.27, 534384.5 190746.483999999, 534386.007 190694.884, 534318.005 190684.140000001, 534285.3715 190679.028999999, 534275.464 190832.036, 534268.9332 190835.607000001, 534287.5 190912.703, 534184.9832 190908.0746, 534222.356 191006.669, 534255.996 191035.653999999, 534357.725 191025.630000001, 534361.556 191027.683, 534358 191068, 534410 191071, 534408.9179999999 191149.117000001, 534222.617 191152.196, 534151.763 191219.646, 534193.887 191274.24, 534191 191475, 534147.853 191478.893999999, 534140.839 191530.642000001, 534039.679 191543.346000001, 534039.8540000001 191623.093, 534038.9215000001 191649.968499999, 533957.5874 191644.923599999, 533957.335 191682.645, 534013.849 191691.333000001, 534047.497 191745.036, 534234.2644 191752.064400001, 534303.4179999999 191753.848999999, 534357.117 191757.765000001, 534591.897 191778.23, 534769.64 191791.604, 534923.8595 191761.945499999, 534917 191705))",13.0,13.0,0.0,E02000398,61.7,119.1,61.3,164000,0.189298044,17.4,17955,42.5,5.6,58.9,35.2,0.5,399.0,E02000398,444,567,552,5.36074522927928,28.709505250088164,18.58032427387682,18.49955173242482,1563,28.406909788867562,36.2763915547025,35.31669865642994,71.59309021113243,0.109151973131822,0.109151973131822,0.0,41.1
385,E02000400,529792,191163,Haringey,Bounds Green,"POLYGON ((530182.894 191347.991, 530147.71 191298.998, 530114.223 191315.165999999, 530136 191276, 530151.923 191246.308, 530206.765 191232.889, 530213.8540000001 191201.571, 530246.046 191208.009, 530266.064 191099.162, 530292.351 191059.813999999, 530322.714 191105.982999999, 530364.361 191058.846999999, 530271.375 191003.738, 530276 190988, 530327.6629999999 190997.842, 530400.584 190955.606000001, 530510.618 190977.166999999, 530508.625 190858.754000001, 530505.371 190834.021, 530589.1324 190809.2722, 530576.7365 190775.4595, 530540.38 190726.024, 530506.981 190550.778000001, 530555.985 190527.455499999, 530498.938 190461.672, 530390.2243 190415.0571, 530352.326 190449.971999999, 530306.1474 190419.436799999, 530208.273 190568.409, 530144.112 190651.702, 530027.6394 190783.8642, 529967.853 190843.911, 529892.1277 190914.909700001, 529875.176 190930.774, 529842.0605 190884.243000001, 529800.9593 190850.506999999, 529549.823 190831.275, 529558.058 190799.643999999, 529516.179 190765.539000001, 529561.847 190657.17, 529609.9634 190641.2632, 529603 190604, 529424 190646, 529234 190642, 529365.999 190769, 529500 190869.001, 529597.763 191023.929, 529606.58 191035.475, 529588.191 191083.637, 529459.112 191063.238, 529224 190983, 529204 191037, 529376 191090, 529268.259 191224.5, 529184.915 191151.405999999, 528955.777 191185.59, 528862.3115 191071.893999999, 528767.8506 191059.8084, 528728.9449999999 191241.357999999, 528661.7879999999 191515.630999999, 528663.8021 191637.834899999, 528975.4208 191791.635199999, 529198.461 191899.066, 529215.1394 191911.4542, 529341.545 191865.603, 529444.7546 191826.175100001, 529630.672 191748.630000001, 529830.4942 191718.9405, 529835.2775 191714.778000001, 529972.1310000001 191521.964, 530025.742 191521.717800001, 530070.45 191481.028999999, 530057.0550000001 191437.960999999, 530115.7120000001 191398.318, 530182.894 191347.991))",20.0,17.0,3.0,E02000400,38.2,133.4,58.3,356000,0.408577128,7.5,31884,25.3,4.1,42.3,45.1,0.7,400.0,E02000400,665,322,1482,5.974210692090228,26.96499801677017,16.06462433029689,14.768470121158362,2469,26.93398136897529,13.04171729445119,60.024301336573515,73.0660186310247,0.14992503748125938,0.12743628185907047,0.022488755622188904,57.7
386,E02000401,532277,191316,Haringey,Roundway,"POLYGON ((531979.4648 191734.891000001, 531999.062 191697.141000001, 532174.2182 191726.289100001, 532177.002 191750.405999999, 532376.071 191723.9256, 532430.8959999999 191718.676000001, 532458.858 191634.413000001, 532462 191596, 532618.209 191546.036, 532696.0919999999 191511.182, 532663 191401, 532718.205 191392.27, 532679.184 191350.766000001, 532692.3810000001 191291.749, 532594.183 191169.399499999, 532615.665 191140.307, 532799 191107.884, 532746.1825 191018.149900001, 532828.9620000001 190930.038000001, 532812.552 190869.184, 532724.78 190780.534, 532764.301 190726.927999999, 532633.5550000001 190727.99, 532603.595 190603.648, 532574.3540000001 190603.3606, 532574.0056 190572.590399999, 532575.561 190512.214, 532469.019 190513.216, 532249.079 190523.449999999, 532240.625 190524.575999999, 532246.3959999999 190730.24, 532246.503 190733.932, 532280.8540000001 190877.578, 532282.2098 190880.437200001, 532293.1702000001 190903.9836, 532074.813 191104.953, 532057.934 191152.872, 532084.875 191221.25, 532025.373 191266.749, 531895.041 191290.293, 531867.263 191288.470000001, 531725.752 191665.306, 531842.438 191677.125, 531825.5345 191727.215500001, 531851.3692 191727.658199999, 531952.375 191766.233999999, 531979.4648 191734.891000001))",14.0,14.0,0.0,E02000401,50.1,74.7,91.3,229750,0.200287003,12.5,20758,40.6,6.1,47.1,40.8,0.7,401.0,E02000401,606,495,470,4.669148211237625,24.774664265454547,16.47404916817021,14.535815236441758,1571,38.574156588160406,31.508593252705282,29.917250159134312,61.4258434118396,0.18741633199464525,0.18741633199464525,0.0,52.9
387,E02000402,533031,191127,Haringey,Tottenham Bruce Castle Park,"POLYGON ((532430.8959999999 191718.676000001, 532729.301 191694.7996, 532794.138 191699.343, 532911.0563000001 191700.9233, 533082.611 191713.699999999, 533232.9669999999 191706.49, 533353.6 191711.4, 533363.923 191646.329, 533369.1655999999 191606.5428, 533382.3810000001 191541.604, 533398.598 191461.9124, 533532.505 191436, 533556.563 191323.187000001, 533506.813 191271.922, 533515.438 191238.203, 533512.154 191232.764, 533509.5919999999 191228.52, 533370.875 191014.422, 533389.125 190957.155999999, 533505.6146 190989.2181, 533554.9233 190998.395, 533579.455 190899.909, 533631.557 190633.918, 533549.273 190628.185000001, 533265.019 190580.028999999, 533259.6916 190579.278100001, 533136.231 190562.99, 533115.197 190559.611, 532896.8535 190525.856799999, 532765.671 190515.129000001, 532584.357 190512.236, 532575.561 190512.214, 532574.0056 190572.590399999, 532574.3540000001 190603.3606, 532603.595 190603.648, 532633.5550000001 190727.99, 532764.301 190726.927999999, 532724.78 190780.534, 532812.552 190869.184, 532828.9620000001 190930.038000001, 532746.1825 191018.149900001, 532799 191107.884, 532615.665 191140.307, 532594.183 191169.399499999, 532692.3810000001 191291.749, 532679.184 191350.766000001, 532718.205 191392.27, 532663 191401, 532696.0919999999 191511.182, 532618.209 191546.036, 532462 191596, 532458.858 191634.413000001, 532430.8959999999 191718.676000001))",17.0,17.0,0.0,E02000402,54.9,95.1,70.9,205000,0.213669951,12.9,19793,43.7,5.4,53.0,37.8,0.6,402.0,E02000402,522,522,573,4.692703297911876,26.75646128084292,17.242039574415358,16.262308340290666,1617,32.28200371057514,32.28200371057514,35.43599257884972,67.71799628942486,0.17875920084121977,0.17875920084121977,0.0,47.0
388,E02000403,531143,191338,Haringey,Wood Green North,"POLYGON ((531725.752 191665.306, 531867.263 191288.470000001, 531895.041 191290.293, 531715.977 191238.853, 531482.1255 191107.742000001, 531432 191086.001, 531401 191114.001, 531405.934 191154.609999999, 531338.394 191145.931, 531093.548 191016.298, 531107.21 190912.393999999, 531065.809 190898.991, 531072.515 190873.909, 531134.0115 190891.8835, 531143.4318 190839.907400001, 531236 190813, 531166 190702, 531112.748 190676.699999999, 531125.583 190639.92, 531124.472 190599.266000001, 531176 190613, 531187.589 190549.155999999, 531219.887 190498.828, 531270.405 190522.874, 531306.2692 190506.479800001, 531288.648 190497.436000001, 531008.821 190398.5667, 530994.084 190395.253, 530741.574 190314.679, 530465.438 190362.547, 530390.2243 190415.0571, 530498.938 190461.672, 530555.985 190527.455499999, 530506.981 190550.778000001, 530540.38 190726.024, 530576.7365 190775.4595, 530589.1324 190809.2722, 530831.6 190791.227, 530864.2006 190792.326199999, 530877.307 190793.776000001, 530850.084 190886.833000001, 530831.866 190954.989, 530838.5094 191008.549799999, 530845.4804 191032.1842, 530856.648 191073.071, 530858.292 191289.0814, 530885.0060000001 191402.998, 530914.0432 191513.1383, 530941.7 191618.186000001, 530945.4078 191632.137399999, 530986.277 191629.943, 531232.3002000001 191648.187799999, 531300.795 191658.935000001, 531443.4152 191644.0132, 531495.063 191614.358999999, 531518.7246 191657.741800001, 531725.752 191665.306))",18.0,17.0,1.0,E02000403,37.6,85.1,87.9,250000,0.371319248,7.9,26891,25.4,3.9,55.7,36.1,0.5,403.0,E02000403,465,481,1542,5.903571632645158,27.807840040540544,16.162419040142677,16.496455799268492,2488,18.68971061093247,19.33279742765273,61.977491961414785,81.31028938906752,0.21151586368977673,0.19976498237367804,0.011750881316098707,44.3
389,E02000404,531678,190897,Haringey,Scotch Estate,"POLYGON ((532074.813 191104.953, 532293.1702000001 190903.9836, 532282.2098 190880.437200001, 532280.8540000001 190877.578, 532246.503 190733.932, 532246.3959999999 190730.24, 532240.625 190524.575999999, 532165.8393 190534.3961, 532021.625 190528.078, 531965.4436 190554.5493, 531944.197 190565.722999999, 531849.466 190616.285, 531765.236 190661.387, 531626.403 190669.949999999, 531484.1960999999 190597.638, 531306.2692 190506.479800001, 531270.405 190522.874, 531219.887 190498.828, 531187.589 190549.155999999, 531176 190613, 531124.472 190599.266000001, 531125.583 190639.92, 531112.748 190676.699999999, 531166 190702, 531236 190813, 531143.4318 190839.907400001, 531134.0115 190891.8835, 531072.515 190873.909, 531065.809 190898.991, 531107.21 190912.393999999, 531093.548 191016.298, 531338.394 191145.931, 531405.934 191154.609999999, 531401 191114.001, 531432 191086.001, 531482.1255 191107.742000001, 531715.977 191238.853, 531895.041 191290.293, 532025.373 191266.749, 532084.875 191221.25, 532057.934 191152.872, 532074.813 191104.953))",13.0,13.0,0.0,E02000404,48.7,64.1,117.2,264500,0.285064708,9.8,22827,35.1,4.9,52.9,37.7,0.6,404.0,E02000404,482,520,1073,5.153750084792528,26.98557709173077,15.996178286682198,16.231569604906024,2075,23.2289156626506,25.060240963855417,51.71084337349397,76.7710843373494,0.202808112324493,0.202808112324493,0.0,47.1
390,E02000405,529738,190292,Haringey,Alexandra Park,"POLYGON ((529268.259 191224.5, 529376 191090, 529204 191037, 529224 190983, 529459.112 191063.238, 529588.191 191083.637, 529606.58 191035.475, 529597.763 191023.929, 529500 190869.001, 529365.999 190769, 529234 190642, 529424 190646, 529603 190604, 529609.9634 190641.2632, 529561.847 190657.17, 529516.179 190765.539000001, 529558.058 190799.643999999, 529549.823 190831.275, 529800.9593 190850.506999999, 529842.0605 190884.243000001, 529875.176 190930.774, 529892.1277 190914.909700001, 529967.853 190843.911, 530027.6394 190783.8642, 530144.112 190651.702, 530208.273 190568.409, 530306.1474 190419.436799999, 530408.8124000001 190237.864600001, 530576.6724 189930.6216, 530551.875 189903.812000001, 530607.553 189781.079, 530536.35 189744.915999999, 530440.625 189697.547, 530382.537 189767.172, 530333.438 189789.25, 530188.113 189774.664000001, 530018.008 189752.488, 529919.802 189711.296, 529802.196 189662.566, 529539.75 189535.437000001, 529435.2942 189360.6182, 529394.05 189386.308, 529393.4895 189512.1666, 529390.875 189600.516000001, 529445.875 189735.547, 529270.8924 189933.012399999, 529262.764 189976.094000001, 529440.399 190124.009, 529394.05 190147.263, 529346.311 190084.056, 529298.096 190082.947000001, 529222.2169999999 190227.630000001, 529125.735 190191.706, 529048.895 190450.028000001, 529001.1888 190417.2522, 528808.301 190338.698000001, 528794 190379, 528754.28 190356.640000001, 528730.48 190388.363, 528695.816 190361.498, 528665.6409999999 190314.476, 528626.7439999999 190436.232000001, 528573.6899999999 190443.108999999, 528494.512 190522.148, 528588.329 190589.017000001, 528571.176 190638.807, 528608.563 190662.187000001, 528607.224 190705.234999999, 528663.674 190838.232000001, 528681.312 190880.641000001, 528720.4544 190957.614, 528767.8506 191059.8084, 528862.3115 191071.893999999, 528955.777 191185.59, 529184.915 191151.405999999, 529268.259 191224.5))",16.0,16.0,0.0,E02000405,19.1,178.2,36.7,401000,0.595358814,5.2,57157,9.3,2.7,25.1,51.8,1.0,405.0,E02000405,664,221,1334,6.140190330993979,28.33465280859727,16.777221340307346,14.745316772622802,2219,29.92338891392519,9.9594411897251,60.11716989634971,70.07661108607482,0.08978675645342313,0.08978675645342313,0.0,74.9
391,E02000406,531623,190259,Haringey,Noel Park,"POLYGON ((531965.4436 190554.5493, 532021.625 190528.078, 532165.8393 190534.3961, 532142.519 190453.137, 532080.089 190296.833000001, 532042.786 190207.693, 532018.3376 190182.3774, 531943.775 190108.223999999, 531817.439 189991.561000001, 531697.659 189873.276000001, 531662.2120000001 189838.272, 531656.427 189832.683, 531606.5110000001 189883.232999999, 531588.576 189927.808, 531571 189972, 531535.564 189997.484999999, 531421.698 190091.392999999, 531383.629 190074.194, 531355 190091, 531347.3590000001 190120.778000001, 531316.311 190148.544, 531325.84 190181.953500001, 531153 190258, 531192.58 190267.789000001, 531336.931 190336.662, 531325.817 190359.453, 531373.887 190390.998, 531333.745 190402.557, 531288.648 190497.436000001, 531306.2692 190506.479800001, 531484.1960999999 190597.638, 531626.403 190669.949999999, 531765.236 190661.387, 531849.466 190616.285, 531944.197 190565.722999999, 531965.4436 190554.5493))",6.0,6.0,0.0,E02000406,44.4,45.8,156.5,257000,0.321077994,10.0,23564,35.4,5.6,58.8,34.2,0.5,406.0,E02000406,471,469,1172,5.049824210594482,26.725727310874213,15.39750453283277,15.605449159313451,2112,22.30113636363636,22.20643939393939,55.49242424242424,77.69886363636364,0.13100436681222707,0.13100436681222707,0.0,41.2
392,E02000407,533512,190292,Haringey,Bruce Grove North,"POLYGON ((533819.9038 190114.642999999, 533806.0048 190000.062200001, 533786.48 189725.938999999, 533768.6605999999 189560.7204, 533757.824 189505.064999999, 533693.5331999999 189504.047599999, 533724.037 189572.073999999, 533597 189639, 533604.8689999999 189724.497, 533561.969 189766.548, 533648.2406 189872.279200001, 533619 189891, 533617.699 189892.157, 533612.2005 189938.248500001, 533389.3363 189988.511, 533378.187 189961.232999999, 533366.548 189900.154999999, 533343.03 189904.796, 533328.9392 189844.012800001, 533304.373 189849.209000001, 533331.003 190012.194, 533206.999 190075, 533176.7560000001 190066.286, 533161.9557 190105.8266, 533154.532 190220.823000001, 533150.3434 190286.3542, 533163.063 190428.344000001, 533121.334 190511.453, 533119.1422 190528.5572, 533115.197 190559.611, 533136.231 190562.99, 533259.6916 190579.278100001, 533265.019 190580.028999999, 533549.273 190628.185000001, 533631.557 190633.918, 533708.9754999999 190634.239499999, 533730.5585 190633.41, 533805.988 190630.475, 533906.3575 190628.543099999, 533898.2968 190462.448799999, 533894.9754 190449.065400001, 533854.535 190266.493000001, 533819.9038 190114.642999999))",22.0,20.0,2.0,E02000407,58.4,52.2,144.8,190000,0.242065627,10.4,20571,40.0,5.1,63.4,30.4,0.4,407.0,E02000407,457,565,769,5.075140699168488,26.8527193077876,17.17758332348505,17.141645608140703,1791,25.51647124511446,31.5466219988833,42.93690675600223,74.48352875488554,0.421455938697318,0.38314176245210724,0.038314176245210725,36.6
393,E02000408,534104,190555,Haringey,Tottenham North West,"POLYGON ((534275.464 190832.036, 534285.3715 190679.028999999, 534318.005 190684.140000001, 534368.689 190498.312999999, 534376.6360000001 190494.256999999, 534270 190495, 534269.885 190462.568, 534272.8994 190374.932399999, 534439.9157 190360.946, 534435 190303, 534403.37 190276.912, 534424.699 190218.744999999, 534280.6287999999 190229.636299999, 534278 190201, 534377.0315 190189.279999999, 534310.078 190095.988, 534152.013 190119.273, 534148.5330000001 190205.237, 534125 190207, 534100.9514 190205.968800001, 534067.566 190181.041999999, 534065.9788 190089.09, 534064 189978, 534014.802 189959.139, 534014.277 189914.683, 534064.139 189907.74, 534052.7659999999 189812.551999999, 534122.27 189836.164000001, 534204.694 189799.148, 534197.875 189776.0305, 534180.5131 189628.2019, 534077.77 189588.148, 534014.8844 189556.318399999, 533846.664 189532.330600001, 533768.6605999999 189560.7204, 533786.48 189725.938999999, 533806.0048 190000.062200001, 533819.9038 190114.642999999, 533854.535 190266.493000001, 533894.9754 190449.065400001, 533898.2968 190462.448799999, 533906.3575 190628.543099999, 533905.969 190635.268999999, 533911.778 190806.700999999, 533914.4075 190869.554500001, 533975.807 190883.776000001, 534138.499 190905.959799999, 534167.044 190907.222999999, 534184.9832 190908.0746, 534287.5 190912.703, 534268.9332 190835.607000001, 534275.464 190832.036))",14.0,14.0,0.0,E02000408,57.2,51.8,152.8,175000,0.204238921,13.0,18993,41.0,4.6,59.1,34.6,0.5,408.0,E02000408,423,592,729,4.690106137683214,25.604385690540543,16.455051095486972,16.70724969819381,1744,24.2545871559633,33.94495412844037,41.80045871559633,75.7454128440367,0.2702702702702703,0.2702702702702703,0.0,40.9
394,E02000409,532506,189472,Haringey,Lordship Lane & Broadwater Farm,"POLYGON ((533119.1422 190528.5572, 533121.334 190511.453, 533163.063 190428.344000001, 533150.3434 190286.3542, 533154.532 190220.823000001, 533161.9557 190105.8266, 532988.9972 190038.0288, 532922.044 190018.155999999, 532890 190008.803300001, 532859.437 189999.609999999, 532880.314 189896.858999999, 532807.4620000001 189887.926000001, 532793.188 189920.047, 532702.375 189914, 532706.343 189847.113, 532708.438 189814.108999999, 532750.313 189815.562000001, 532721.0365 189644.637499999, 532706.688 189624.922, 532716.8553000001 189613.754899999, 532798.3904 189453.732000001, 532807.9088 189440.634, 532579.334 189271.708000001, 532556.276 189372.179, 532526.764 189319.692, 532417.784 189346.396, 532369.737 189491.277000001, 532402.127 189556.696, 532539.731 189637.114, 532549.1144 189742.0112, 532459.954 189731.882999999, 532464.486 189800.638, 532542.2929999999 189776.645, 532533.84 189866.106000001, 532504.264 189997.897, 532603.581 190122.8914, 532581.977 190237.106000001, 532388.932 190186.989, 532404.627 190100.984999999, 532284.219 190097.949999999, 532286.4449999999 190160.607000001, 532251.789 190158.558, 532239.9449999999 190130.956, 532212.003 190142.005999999, 532233.404 190072.204, 532066.142 189982.113, 532045 190003.999, 532006.59 190069.794, 531868.9494 189938.128900001, 531849.6324999999 189960.155999999, 531963.269 190088.731000001, 531943.775 190108.223999999, 532018.3376 190182.3774, 532042.786 190207.693, 532080.089 190296.833000001, 532142.519 190453.137, 532165.8393 190534.3961, 532240.625 190524.575999999, 532249.079 190523.449999999, 532469.019 190513.216, 532575.561 190512.214, 532584.357 190512.236, 532765.671 190515.129000001, 532896.8535 190525.856799999, 533115.197 190559.611, 533119.1422 190528.5572))",10.0,10.0,0.0,E02000409,54.4,69.4,92.4,276250,0.249801587,12.9,20508,38.3,5.8,55.6,36.6,0.5,409.0,E02000409,493,510,699,4.916224074847873,28.934583760588225,17.566872625464956,17.308801499412457,1702,28.965922444183313,29.964747356051703,41.069330199764984,71.0340775558167,0.1440922190201729,0.1440922190201729,0.0,44.4
395,E02000410,528549,190129,Haringey,Muswell Hill North,"POLYGON ((528626.7439999999 190436.232000001, 528665.6409999999 190314.476, 528695.816 190361.498, 528730.48 190388.363, 528754.28 190356.640000001, 528794 190379, 528808.301 190338.698000001, 529001.1888 190417.2522, 529048.895 190450.028000001, 529125.735 190191.706, 529222.2169999999 190227.630000001, 529298.096 190082.947000001, 529346.311 190084.056, 529394.05 190147.263, 529440.399 190124.009, 529262.764 189976.094000001, 529270.8924 189933.012399999, 529160.137 189879.43, 528974.9074 189755.4802, 528944.078 189689.567, 528906.665 189619.609999999, 528767.1360000001 189661.677999999, 528735.8712000001 189677.0646, 528694.388 189698.839, 528678.8 189766.380999999, 528565.887 189812.99, 528540.699 189914.168, 528458 189874, 528336 189905, 528315 189896, 528332.799 189849.091, 528286.563 189836.227, 528316.5594 189701.2278, 528250.503 189709.517999999, 528205.974 189729.696, 528198.328 189792.104, 528083.205 189817.014, 528013.301 189949.022, 527944.074 190029.76, 528007.612 190101.436000001, 527817.0595 190086, 527819.711 190216.857999999, 527829.514 190218.469000001, 528034.453 190222.602, 528107.2610000001 190181.834000001, 528169.689 190216.745999999, 528208.0605 190184.740499999, 528275.233 190266.088, 528175.231 190323.01, 528148 190310, 528138.922 190342.682, 528172.4035 190372.669500001, 528274.966 190436.299000001, 528438.063 190554.375, 528571.176 190638.807, 528588.329 190589.017000001, 528494.512 190522.148, 528573.6899999999 190443.108999999, 528626.7439999999 190436.232000001))",12.0,12.0,0.0,E02000410,17.6,75.2,89.0,356500,0.59746696,5.1,54023,9.1,2.4,37.2,42.9,0.9,410.0,E02000410,656,547,1201,6.076329897804875,30.36280679213893,17.157590860199832,17.138433590415968,2404,27.287853577371042,22.75374376039933,49.95840266222962,72.71214642262895,0.15957446808510636,0.15957446808510636,0.0,62.8
396,E02000411,534640,189811,Haringey,Tottenham Lea Valley,"POLYGON ((534922.938 191049.780999999, 534996.813 191006.016000001, 535267.938 191007.687000001, 535119.625 190687.391000001, 535130.75 190580.641000001, 535093.063 190500.969000001, 535141.8498 190467.689200001, 535102.942 190386.103, 535082.313 190258.125, 535013.188 190146.562000001, 534968.249 189878.486, 534941.813 189690.125, 535039.188 189456.594000001, 534972.9013 189359.1427, 534935.34 189320.722999999, 534865 189238.983999999, 534765.575 189004.573000001, 534615.838 188816.859999999, 534531.6414 188744.2174, 534481.438 189055.437000001, 534481.0060000001 189132.1865, 534488.169 189388.363, 534495.0704 189465.154200001, 534310.276 189485.447000001, 534271.563 189505.608999999, 534230.875 189618.030999999, 534180.5131 189628.2019, 534197.875 189776.0305, 534204.694 189799.148, 534122.27 189836.164000001, 534052.7659999999 189812.551999999, 534064.139 189907.74, 534014.277 189914.683, 534014.802 189959.139, 534064 189978, 534065.9788 190089.09, 534067.566 190181.041999999, 534100.9514 190205.968800001, 534125 190207, 534148.5330000001 190205.237, 534152.013 190119.273, 534310.078 190095.988, 534377.0315 190189.279999999, 534278 190201, 534280.6287999999 190229.636299999, 534424.699 190218.744999999, 534403.37 190276.912, 534435 190303, 534439.9157 190360.946, 534272.8994 190374.932399999, 534269.885 190462.568, 534270 190495, 534376.6360000001 190494.256999999, 534368.689 190498.312999999, 534318.005 190684.140000001, 534386.007 190694.884, 534384.5 190746.483999999, 534426.863 190762.27, 534570.0028 190770.9373, 534599.001 190771.444, 534641.617 190784.782, 534715.688 190833.405999999, 534769.6243 191059.6491, 534806.0958 191062.035800001, 534922.938 191049.780999999))",40.0,37.0,3.0,E02000411,57.6,139.4,57.9,225000,0.258070085,10.7,21436,34.8,4.8,55.0,37.9,0.5,411.0,E02000411,466,552,1011,5.107070945085835,28.922773778079712,15.660400272482695,16.844717033706264,2029,22.96697880729423,27.20551996057171,49.82750123213406,77.03302119270576,0.28694404591104733,0.26542324246771876,0.02152080344332855,45.0
397,E02000412,531073,189949,Haringey,Wood Green South,"POLYGON ((531336.931 190336.662, 531192.58 190267.789000001, 531153 190258, 531325.84 190181.953500001, 531316.311 190148.544, 531347.3590000001 190120.778000001, 531355 190091, 531383.629 190074.194, 531421.698 190091.392999999, 531535.564 189997.484999999, 531571 189972, 531588.576 189927.808, 531606.5110000001 189883.232999999, 531656.427 189832.683, 531623.4975000001 189800.116, 531478.7725 189654.945699999, 531442.031 189625.987600001, 531155.7118 189532.452299999, 531105.096 189512.098999999, 531019.4679 189474.8991, 531009.2229000001 189471.013900001, 530850.6452 189401.0145, 530746.916 189604.537, 530738.773 189620.059, 530632.8392 189823.067199999, 530576.6724 189930.6216, 530408.8124000001 190237.864600001, 530306.1474 190419.436799999, 530352.326 190449.971999999, 530390.2243 190415.0571, 530465.438 190362.547, 530741.574 190314.679, 530994.084 190395.253, 531008.821 190398.5667, 531288.648 190497.436000001, 531333.745 190402.557, 531373.887 190390.998, 531325.817 190359.453, 531336.931 190336.662))",20.0,19.0,1.0,E02000412,45.9,77.2,92.0,250000,0.354071202,9.9,23403,33.8,5.3,65.0,29.2,0.4,412.0,E02000412,336,508,1193,6.0028614731547645,29.227696778740167,15.680895482129078,17.46290610150221,2037,16.49484536082474,24.9386352479136,58.566519391261664,83.50515463917526,0.25906735751295334,0.24611398963730569,0.012953367875647668,35.0
398,E02000413,528077,189438,Haringey,Fortis Green & Coldfall,"POLYGON ((528099.95 190422.16, 528139.2548 190352.253, 528172.4035 190372.669500001, 528138.922 190342.682, 528148 190310, 528175.231 190323.01, 528275.233 190266.088, 528208.0605 190184.740499999, 528169.689 190216.745999999, 528107.2610000001 190181.834000001, 528034.453 190222.602, 527829.514 190218.469000001, 527819.711 190216.857999999, 527817.0595 190086, 528007.612 190101.436000001, 527944.074 190029.76, 528013.301 189949.022, 528083.205 189817.014, 528198.328 189792.104, 528205.974 189729.696, 528250.503 189709.517999999, 528316.5594 189701.2278, 528286.563 189836.227, 528332.799 189849.091, 528315 189896, 528336 189905, 528458 189874, 528540.699 189914.168, 528565.887 189812.99, 528678.8 189766.380999999, 528694.388 189698.839, 528735.8712000001 189677.0646, 528696.125 189628.766000001, 528551.4165000001 189688.713500001, 528441.802 189657.892999999, 528457.188 189604.108999999, 528428.875 189552.983999999, 528395.199 189571.217, 528400.063 189429.078, 528288.76 189406.955, 528293.9222 189372.3127, 528303.434 189322.07, 528222.688 189307.437000001, 528265.6085 189176.6305, 528384.696 189177.114, 528399.188 189109.733999999, 528196.25 189020.030999999, 528162.875 189054.578, 528133.911 189021.578, 528007.0306000001 189081.031099999, 527998.657 189137.009, 527750.3875 189131.0735, 527666.188 189140.608999999, 527662.8321999999 189288.202500001, 527554.8406 189291.2018, 527549.4669999999 189478.043, 527577.813 189482.625, 527575.6139999999 189571.505000001, 527578.927 189588.757200001, 527594.625 189685.547, 527627.348 189707.098999999, 527637.0037999999 189769.387, 527579.2439999999 189761.388, 527482.375 190044.437000001, 527421.563 190286.233999999, 527431.3362 190383.113600001, 527543.3199999999 190656.367000001, 527619.578 190861.613500001, 527734.5 191146.43, 527771.693 191223.017999999, 527797.75 191233.233999999, 527787.73 191195.274499999, 527955.8716 190989.1292, 527987.347 190864.027000001, 527987.7193999999 190709.017999999, 528011.064 190590.034, 528017.0732 190561.718, 528099.95 190422.16))",8.0,8.0,0.0,E02000413,20.7,121.9,61.1,603000,0.576767854,5.2,53922,12.1,2.8,31.4,49.7,0.9,413.0,E02000413,732,368,1193,5.861168779945356,28.561468832499997,17.849735512321878,15.741705426724817,2293,31.923244657653722,16.0488443087658,52.027911033580466,68.07675534234627,0.06562756357670221,0.06562756357670221,0.0,68.6
